token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
1670,INF789F01PJ7,Dividend - Reinvest,UTI-Liquid Fund - Regular (IDCW-M),Regular,UTICPIMR-DR,1049.9192,0.23,0.02,20000.00,MONTHLY,11th February 2025
1674,INF204K01UN9,Growth,Nippon India Liquid Fund (G),Regular,RELLFTPI-GR,6207.431,1.34,0.02,1000.00,,11th February 2025
1675,INF204K01US8,Dividend - Reinvest,Nippon India Liquid Fund (IDCW-W),Regular,RELRC71-DR,1531.4631,0.33,0.02,5000.00,WEEKLY,11th February 2025
1676,INF204K01UM1,Dividend - Reinvest,Nippon India Liquid Fund (IDCW-D),Regular,RMFRC85-DR,1528.74,0.00,0.00,10000.00,DAILY,11th February 2025
1693,INF200K01958,Growth,SBI Dynamic Bond Fund (G),Regular,SBI074G-GR,34.535,0.02,0.04,5000.00,,11th February 2025
1696,INF277K01915,Dividend - Reinvest,Tata Equity Saving Fund - (IDCW-Periodic),Regular,IFMQ-DR,25.3594,-0.06,-0.24,5000.00,,10th February 2025
1696,INF277K01EF5,Dividend - Payout,Tata Equity Saving Fund - (IDCW-Periodic),Regular,IFMQ-DP,25.3594,-0.06,-0.24,5000.00,,10th February 2025
1697,INF109K01860,Dividend - Reinvest,ICICI Pru Thematic Advantage Fund (FOF) (IDCW),Regular,ICICIAVAPD-DR,161.1302,-1.56,-0.96,5000.00,,10th February 2025
1697,INF109K01FR2,Dividend - Payout,ICICI Pru Thematic Advantage Fund (FOF) (IDCW),Regular,ICICIVAPDP-DP,161.1302,-1.56,-0.96,5000.00,,10th February 2025
1698,INF109K01803,Dividend - Reinvest,ICICI Pru Passive Strategy Fund (FOF) (IDCW),Regular,ICICIAAPD-DR,115.7308,-1.86,-1.58,5000.00,,11th February 2025
1698,INF109K01DW7,Dividend - Payout,ICICI Pru Passive Strategy Fund (FOF) (IDCW),Regular,ICAAPDP-DP,115.7308,-1.86,-1.58,5000.00,,11th February 2025
1698,INF109K01DW7,Dividend - Payout,ICICI Pru Passive Strategy Fund (FOF) (IDCW),Regular,ICICIAAPDP-DP,115.7308,-1.86,-1.58,5000.00,,11th February 2025
1699,INF109K01845,Dividend - Reinvest,ICICI Pru Asset Allocator Fund (FOF) (IDCW),Regular,ICICIAMPD-DR,86.7026,-0.42,-0.48,5000.00,,10th February 2025
1699,INF109K01FJ9,Dividend - Payout,ICICI Pru Asset Allocator Fund (FOF) (IDCW),Regular,ICAMPDP-DP,86.7026,-0.42,-0.48,5000.00,,10th February 2025
1699,INF109K01FJ9,Dividend - Payout,ICICI Pru Asset Allocator Fund (FOF) (IDCW),Regular,ICICIAMPDP-DP,86.7026,-0.42,-0.48,5000.00,,10th February 2025
1700,INF109K01829,Dividend - Reinvest,ICICI Pru Income Optimizer Fund (FOF) (IDCW),Regular,ICICIACPD-DR,46.4576,-0.05,-0.11,5000.00,,10th February 2025
1700,INF109K01EB9,Dividend - Payout,ICICI Pru Income Optimizer Fund (FOF) (IDCW),Regular,ICACPDP-DP,46.4576,-0.05,-0.11,5000.00,,10th February 2025
1700,INF109K01EB9,Dividend - Payout,ICICI Pru Income Optimizer Fund (FOF) (IDCW),Regular,ICICIACPDP-DP,46.4576,-0.05,-0.11,5000.00,,10th February 2025
1701,INF109K01886,Dividend - Reinvest,ICICI Pru Debt Management Fund (FOF) (IDCW),Regular,ICICIAVCPD-DR,37.7691,0.01,0.02,100.00,,10th February 2025
1701,INF109K01FS0,Dividend - Payout,ICICI Pru Debt Management Fund (FOF) (IDCW),Regular,ICICIVCPDP-DP,37.7691,0.01,0.02,100.00,,10th February 2025
1701,INF109K01FS0,Dividend - Payout,ICICI Pru Debt Management Fund (FOF) (IDCW),Regular,ICVCPDP-DP,37.7691,0.01,0.02,100.00,,10th February 2025
1716,INF767K01733,Growth,LIC MF Gilt Fund - PF Plan (G),Regular,LCGLPG-GR,33.459,0.01,0.03,10000.00,,11th February 2025
1717,INF767K01717,Dividend - Payout,LIC MF Gilt Fund - PF Plan (IDCW),Regular,LCGLPD-DP,21.6514,0.00,0.01,10000.00,,11th February 2025
1717,INF767K01725,Dividend - Reinvest,LIC MF Gilt Fund - PF Plan (IDCW),Regular,LCGLPD-DR,21.6514,0.00,0.01,10000.00,,11th February 2025
1723,INF109K01779,Dividend - Reinvest,ICICI Pru Multi-Asset Fund (IDCW),Regular,DYNMIC-DR,32.762,-0.15,-0.45,5000.00,,10th February 2025
1723,INF109K01ED5,Dividend - Payout,ICICI Pru Multi-Asset Fund (IDCW),Regular,ICICI16P-DP,32.762,-0.15,-0.45,5000.00,,10th February 2025
1726,INF663L01HC4,Growth,PGIM India Hybrid Equity Fund (G),Regular,PRIOGP-GR,124.49,-0.74,-0.59,5000.00,,10th February 2025
1727,INF663L01HA8,Dividend - Payout,PGIM India Hybrid Equity Fund (IDCW),Regular,PRIODP-DP,15.99,-0.10,-0.62,5000.00,,10th February 2025
1727,INF663L01HB6,Dividend - Reinvest,PGIM India Hybrid Equity Fund (IDCW),Regular,PRIODP-DR,15.99,-0.10,-0.62,5000.00,,10th February 2025
1728,INF223J01FB7,Growth,PGIM India Equity Savings Fund (G),Regular,DWMARG-GR,47.4344,-0.15,-0.31,5000.00,,11th February 2025
1729,INF223J01EZ9,Dividend - Payout,PGIM India Equity Savings Fund (IDCW-A),Regular,DWMARA-DP,15.6314,-0.05,-0.31,5000.00,ANNUAL,11th February 2025
1729,INF223J01FA9,Dividend - Reinvest,PGIM India Equity Savings Fund (IDCW-A),Regular,DWMARA-DR,15.6314,-0.05,-0.31,5000.00,ANNUAL,11th February 2025
1739,INF336L01AF5,Growth,HSBC Flexi Cap Fund (G),Regular,HSBCEOIG-GR,195.1136,-5.04,-2.52,5000.00,,11th February 2025
1748,INF767K01113,Dividend - Reinvest,LIC MF BSE Sensex Index Fund (IDCW),Regular,LCIFDP-DR,48.8144,-0.66,-1.33,5000.00,,11th February 2025
1748,INF767K01121,Dividend - Payout,LIC MF BSE Sensex Index Fund (IDCW),Regular,LCIFDP-DP,48.8144,-0.66,-1.33,5000.00,,11th February 2025
1749,INF767K01147,Dividend - Reinvest,LIC MF Nifty 50 Index Fund (IDCW),Regular,LCINND-DR,46.9284,-0.63,-1.33,5000.00,,11th February 2025
1749,INF767K01154,Dividend - Payout,LIC MF Nifty 50 Index Fund (IDCW),Regular,LCINND-DP,46.9284,-0.63,-1.33,5000.00,,11th February 2025
1763,INF109K01902,Growth,ICICI Pru Regular Savings Fund (G),Regular,ICICIIMPG-GR,71.911,-0.31,-0.43,5000.00,,11th February 2025
1764,INF109K01894,Dividend - Reinvest,ICICI Pru Regular Savings Fund (IDCW-M),Regular,ICICIIMPD-DR-M,13.6796,-0.06,-0.44,5000.00,MONTHLY,11th February 2025
1764,INF109K01ER5,Dividend - Payout,ICICI Pru Regular Savings Fund (IDCW-M),Regular,ICICIIMPDP-DP-M,13.6796,-0.06,-0.44,5000.00,MONTHLY,11th February 2025
1764,INF109K01ER5,Dividend - Payout,ICICI Pru Regular Savings Fund (IDCW-M),Regular,ICIMPDP-DP,13.6796,-0.06,-0.44,5000.00,MONTHLY,11th February 2025
1765,INF223J01FC5,Dividend - Payout,PGIM India Equity Savings Fund (IDCW-M),Regular,DWMARM-DP,12.6748,-0.05,-0.36,25000.00,MONTHLY,11th February 2025
1765,INF223J01FD3,Dividend - Reinvest,PGIM India Equity Savings Fund (IDCW-M),Regular,DWMARM-DR,12.6748,-0.05,-0.36,25000.00,MONTHLY,11th February 2025
1770,INF200K01966,Dividend - Payout,SBI Dynamic Bond Fund (IDCW),Regular,SBI074DP-DP,18.1051,0.01,0.03,5000.00,QUARTERLY,11th February 2025
1770,INF200K01974,Dividend - Reinvest,SBI Dynamic Bond Fund (IDCW),Regular,SBI074D-DR,18.1051,0.01,0.03,5000.00,QUARTERLY,11th February 2025
1773,INF767K01832,Dividend - Payout,LIC MF Conservative Hybrid Fund - Regular (IDCW-Q),Regular,LCMIQD-DP,13.9865,-0.03,-0.24,5000.00,QUARTERLY,11th February 2025
1773,INF767K01840,Dividend - Reinvest,LIC MF Conservative Hybrid Fund - Regular (IDCW-Q),Regular,LCMIQD-DR,13.9865,-0.03,-0.24,5000.00,QUARTERLY,11th February 2025
1794,INF789F01794,Dividend - Payout,UTI-Mid Cap Fund (IDCW),Regular,UTIMIDCAP-DP,126.2251,-3.71,-2.86,5000.00,,11th February 2025
1794,INF789F01802,Dividend - Reinvest,UTI-Mid Cap Fund (IDCW),Regular,UTIMIDCAP-DR,126.2251,-3.71,-2.86,5000.00,,11th February 2025
1796,INF789F01737,Dividend - Payout,UTI-Infrastructure Fund (IDCW),Regular,UTIINFRA-DP,66.9008,-1.23,-1.80,5000.00,,11th February 2025
1796,INF789F01745,Dividend - Reinvest,UTI-Infrastructure Fund (IDCW),Regular,UTIINFRA-DR,66.9008,-1.23,-1.80,5000.00,,11th February 2025
1797,INF789F01356,Dividend - Payout,UTI-Banking and Financial Services Fund (IDCW),Regular,UTITRESADV-DP,63.747,-1.26,-1.94,5000.00,,11th February 2025
1797,INF789F01364,Dividend - Reinvest,UTI-Banking and Financial Services Fund (IDCW),Regular,UTIBANKING-DR,63.747,-1.26,-1.94,5000.00,,11th February 2025
1798,INF789F01273,Dividend - Payout,UTI-Transportation & Logistics Fund (IDCW),Regular,UTITRNSPRT-DP,109.6134,-2.80,-2.49,5000.00,,11th February 2025
1798,INF789F01281,Dividend - Reinvest,UTI-Transportation & Logistics Fund (IDCW),Regular,UTITRNSPRT-DR,109.6134,-2.80,-2.49,5000.00,,11th February 2025
1801,INF336L01099,Growth,HSBC Conservative Hybrid Fund (G),Regular,HSBCMIPSG-GR,57.6357,-0.37,-0.65,5000.00,,11th February 2025
1802,INF336L01107,Dividend - Payout,HSBC Conservative Hybrid Fund (IDCW-M),Regular,HSBCMIPSM-DP-M,13.0287,-0.08,-0.62,5000.00,MONTHLY,11th February 2025
1802,INF336L01115,Dividend - Reinvest,HSBC Conservative Hybrid Fund (IDCW-M),Regular,HSBCMIPSM-DR-M,13.0287,-0.08,-0.62,5000.00,MONTHLY,11th February 2025
1803,INF336L01123,Dividend - Payout,HSBC Conservative Hybrid Fund (IDCW-Q),Regular,HSBCMIPSQ-DP-Q,17.2177,-0.11,-0.65,5000.00,QUARTERLY,11th February 2025
1803,INF336L01131,Dividend - Reinvest,HSBC Conservative Hybrid Fund (IDCW-Q),Regular,HSBCMIPSQ-DR-Q,17.2177,-0.11,-0.65,5000.00,QUARTERLY,11th February 2025
1823,INF336L01AD0,Dividend - Reinvest,HSBC Flexi Cap Fund (IDCW),Regular,HSBCEOID-DR,43.9689,-1.13,-2.51,5000.00,,11th February 2025
1823,INF336L01AE8,Dividend - Payout,HSBC Flexi Cap Fund (IDCW),Regular,HSBCEOIDP-DP,43.9689,-1.13,-2.51,5000.00,,11th February 2025
1824,INF173K01AH0,Dividend - Payout,Sundaram Nifty 100 Equal Weight Fund (IDCW),Regular,SUNHDP-DP,73.8868,-1.43,-1.90,100.00,WEEKLY,11th February 2025
1824,INF173K01AI8,Dividend - Reinvest,Sundaram Nifty 100 Equal Weight Fund (IDCW),Regular,SUNHDP-DR,73.8868,-1.43,-1.90,100.00,WEEKLY,11th February 2025
1826,INF740K01623,Dividend - Payout,DSP Gilt Fund (IDCW-M),Regular,DSP58-DP-M,10.6636,-0.01,-0.06,100.00,MONTHLY,11th February 2025
1826,INF740K01AE3,Dividend - Reinvest,DSP Gilt Fund (IDCW-M),Regular,DSP393-DR-M,10.6636,-0.01,-0.06,100.00,MONTHLY,11th February 2025
1836,INF200K01545,Dividend - Payout,SBI Nifty Index Fund (IDCW),Regular,055B-DP,104.05,-1.40,-1.33,5000.00,INTERIM,11th February 2025
1836,INF200K01552,Dividend - Reinvest,SBI Nifty Index Fund (IDCW),Regular,055B-DR,104.05,-1.40,-1.33,5000.00,INTERIM,11th February 2025
1849,INF767K01055,Dividend - Reinvest,LIC MF Flexi Cap Fund - (IDCW),Regular,LCEFDP-DR,28.4296,-0.85,-2.90,5000.00,,11th February 2025
1849,INF767K01063,Dividend - Payout,LIC MF Flexi Cap Fund - (IDCW),Regular,LCEFDP-DP,28.4296,-0.85,-2.90,5000.00,,11th February 2025
1850,INF767K01931,Dividend - Payout,LIC MF ELSS Tax Saver - Regular (IDCW),Regular,LCTPDP-DP,29.6824,-0.70,-2.30,500.00,,11th February 2025
1850,INF767K01949,Dividend - Reinvest,LIC MF ELSS Tax Saver - Regular (IDCW),Regular,LCTPDP-DR,29.6824,-0.70,-2.30,500.00,,11th February 2025
1851,INF209K01RU9,Growth,Aditya Birla SL Liquid Fund - (G),Regular,BSL153G-GR,409.8301,0.09,0.02,500.00,,11th February 2025
1853,INF740K01664,Dividend - Payout,DSP Short Term Fund (IDCW-M),Regular,DSP73-DP-M,11.5636,0.00,0.03,100.00,MONTHLY,11th February 2025
1853,INF740K01AG8,Dividend - Reinvest,DSP Short Term Fund (IDCW-M),Regular,DSP400-DR-M,11.5636,0.00,0.03,100.00,MONTHLY,11th February 2025
1854,INF277K01642,Dividend - Reinvest,Tata Mid Cap Growth Fund - (IDCW),Regular,GROD-DR,105.8522,-3.05,-2.80,5000.00,,11th February 2025
1854,INF277K01DS0,Dividend - Payout,Tata Mid Cap Growth Fund - (IDCW),Regular,GROD-DP,105.8522,-3.05,-2.80,5000.00,,11th February 2025
1855,INF277K01626,Growth,Tata Mid Cap Growth Fund - (G),Regular,GROG,383.4993,-11.03,-2.80,5000.00,,11th February 2025
1857,INF194K01VY7,Dividend - Reinvest,Bandhan Liquid Fund - Regular (IDCW-D),Regular,IDFC-FCCD-DR,1001.0846,0.00,0.00,100.00,DAILY,11th February 2025
1858,INF194K01VX9,Growth,Bandhan Liquid Fund - Regular (G),Regular,IDFCFCCG-GR,3073.6596,0.69,0.02,100.00,,11th February 2025
1859,INF194K01WH0,Dividend - Reinvest,Bandhan Liquid Fund - Regular (IDCW-W),Regular,IDFCCW-DR,1001.8503,0.23,0.02,100.00,WEEKLY,11th February 2025
1926,INF204K01AE0,Growth,Nippon India Power & Infra Fund (G),Regular,PSGP,302.0709,-7.37,-2.38,5000.00,,11th February 2025
1927,INF204K01AB6,Dividend - Payout,Nippon India Power & Infra Fund (IDCW),Regular,PSDP-DP,62.234,-1.52,-2.38,5000.00,,11th February 2025
1927,INF204K01AC4,Dividend - Reinvest,Nippon India Power & Infra Fund (IDCW),Regular,PSDP-DR,62.234,-1.52,-2.38,5000.00,,11th February 2025
1933,INF090I01874,Dividend - Payout,Franklin India NSE Nifty 50 Index Fund (IDCW),Regular,FR151P-DP,185.2304,-2.47,-1.32,5000.00,,11th February 2025
1933,INF090I01882,Dividend - Reinvest,Franklin India NSE Nifty 50 Index Fund (IDCW),Regular,F151-DR,185.2304,-2.47,-1.32,5000.00,,11th February 2025
1933,INF090I01890,Growth,Franklin India NSE Nifty 50 Index Fund (IDCW),Regular,F183-GR,185.2304,-2.47,-1.32,5000.00,,11th February 2025
1934,INF090I01874,Dividend - Payout,Franklin India NSE Nifty 50 Index Fund (G),Regular,FR151P-DP,176.1243,-2.35,-1.31,5000.00,,11th February 2025
1934,INF090I01890,Growth,Franklin India NSE Nifty 50 Index Fund (G),Regular,F183-GR,176.1243,-2.35,-1.31,5000.00,,11th February 2025
1948,INF204K01968,Growth,Nippon India Pharma Fund (G),Regular,PHGP,475.7042,-11.42,-2.34,5000.00,,11th February 2025
1951,INF204K01935,Dividend - Payout,Nippon India Pharma Fund (IDCW),Regular,PHDP-DP,121.1157,-2.90,-2.34,5000.00,,11th February 2025
1951,INF204K01943,Dividend - Reinvest,Nippon India Pharma Fund (IDCW),Regular,PHDP-DR,121.1157,-2.90,-2.34,5000.00,,11th February 2025
1952,INF209K01SV5,Dividend - Payout,Aditya Birla SL Liquid Fund - Inst (IDCW-W),Regular,BS150WD-DP,108.2999,0.02,0.02,10000000.00,WEEKLY,11th February 2025
1955,INF192K01981,Growth,JM Liquid Fund - Super Inst Plan (G),Regular,JMLFSG-GR,39.9125,0.01,0.03,50000000.00,,11th February 2025
1958,INF740K01151,Growth,DSP India T.I.G.E.R. Fund (G),Regular,DSP13-GR,276.048,-7.36,-2.60,100.00,,11th February 2025
1960,INF740K01136,Dividend - Payout,DSP India T.I.G.E.R. Fund (IDCW),Regular,DSP14-DP,25.935,-0.70,-2.61,100.00,,11th February 2025
1960,INF740K01144,Dividend - Reinvest,DSP India T.I.G.E.R. Fund (IDCW),Regular,DSP381-DR,25.935,-0.70,-2.61,100.00,,11th February 2025
1961,INF277K01451,Growth,Tata Equity P/E Fund - (G),Regular,EPEG,317.4063,-6.65,-2.05,5000.00,,11th February 2025
1962,INF277K01444,Dividend - Reinvest,Tata Equity P/E Fund-(IDCW-Trigger-Opt B-10%),Regular,EPED-DR,106.244,-2.23,-2.05,5000.00,INTERIM,11th February 2025
1962,INF277K01DJ9,Dividend - Payout,Tata Equity P/E Fund-(IDCW-Trigger-Opt B-10%),Regular,EPED-DP,106.244,-2.23,-2.05,5000.00,INTERIM,11th February 2025
1968,INF209K01751,Growth,Aditya Birla SL Regular Savings Fund (G),Regular,B313G,63.2002,-0.20,-0.32,500.00,,11th February 2025
1969,INF209K01769,Dividend - Payout,Aditya Birla SL Regular Savings Fund (IDCW-M),Regular,B313MD-DP,16.0968,-0.05,-0.33,500.00,MONTHLY,11th February 2025
1969,INF209K01DF0,Dividend - Reinvest,Aditya Birla SL Regular Savings Fund (IDCW-M),Regular,B313MD-DR,16.0968,-0.05,-0.33,500.00,MONTHLY,11th February 2025
1970,INF209K01777,Growth,Aditya Birla SL Regular Savings Fund (Payment),Regular,B313MP,63.2002,-0.20,-0.32,1000.00,MONTHLY,11th February 2025
1994,INF336L01BM9,Dividend - Reinvest,HSBC Liquid Fund (IDCW-D),Regular,HSCAPDD-DR,1001.3789,0.00,0.00,100000.00,DAILY,11th February 2025
1995,INF336L01BQ0,Dividend - Reinvest,HSBC Liquid Fund (IDCW-W),Regular,HSCAPWD-DR,1107.4561,-1.33,-0.12,100000.00,WEEKLY,11th February 2025
1995,INF336L01LJ4,Dividend - Payout,HSBC Liquid Fund (IDCW-W),Regular,HSCAPWP-DP,1107.4561,-1.33,-0.12,100000.00,WEEKLY,11th February 2025
1997,INF090I01CU9,Growth,Franklin India G-Sec Fund (G),Regular,F194-GR,56.9382,0.04,0.07,10000.00,,11th February 2025
1998,INF090I01CS3,Dividend - Payout,Franklin India G-Sec Fund (IDCW-Q),Regular,FR193P-DP,10.7098,0.01,0.09,25000.00,QUARTERLY,11th February 2025
1998,INF090I01CT1,Dividend - Reinvest,Franklin India G-Sec Fund (IDCW-Q),Regular,F193-DR-Q,10.7098,0.01,0.09,25000.00,QUARTERLY,11th February 2025
2000,INF336L01BN7,Growth,HSBC Liquid Fund (G),Regular,HSBCCFPG-GR,2535.9416,0.54,0.02,5000.00,,11th February 2025
2001,INF336L01BO5,Dividend - Reinvest,HSBC Liquid Fund (IDCW-M),Regular,HSBCCFPMD-DR-M,1005.3297,0.22,0.02,5000.00,MONTHLY,11th February 2025
2001,INF336L01BP2,Dividend - Payout,HSBC Liquid Fund (IDCW-M),Regular,HSBCCFPMP-DP-M,1005.3297,0.22,0.02,5000.00,MONTHLY,11th February 2025
2011,INF740K01441,Growth,DSP Regular Savings Fund (G),Regular,DSP84-GR,55.7296,-0.23,-0.41,100.00,,11th February 2025
2012,INF740K01458,Dividend - Payout,DSP Regular Savings Fund (IDCW-M),Regular,DSP85-DP-M,11.2952,-0.04,-0.40,100.00,MONTHLY,11th February 2025
2012,INF740K01466,Dividend - Reinvest,DSP Regular Savings Fund (IDCW-M),Regular,DSP406-DR-M,11.2952,-0.04,-0.40,100.00,MONTHLY,11th February 2025
2013,INF740K01474,Dividend - Payout,DSP Regular Savings Fund (IDCW-Q),Regular,DSP86-DP-Q,11.6439,-0.05,-0.39,100.00,QUARTERLY,11th February 2025
2013,INF740K01482,Dividend - Reinvest,DSP Regular Savings Fund (IDCW-Q),Regular,DSP407-DR-Q,11.6439,-0.05,-0.39,100.00,QUARTERLY,11th February 2025
2019,INF917K01254,Growth,HSBC Midcap Fund (G),Regular,HS17-GR,332.3114,-12.88,-3.73,5000.00,,11th February 2025
2020,INF917K01239,Dividend - Payout,HSBC Midcap Fund (IDCW),Regular,HS16P-DP,67.9498,-2.63,-3.73,5000.00,,11th February 2025
2020,INF917K01247,Dividend - Reinvest,HSBC Midcap Fund (IDCW),Regular,HS16-DR,67.9498,-2.63,-3.73,5000.00,,11th February 2025
2028,INF174K01468,Growth,Kotak Multi Asset Allocator FoF - Dynamic (G),Regular,K107EFOF-GR,218.943,-1.00,-0.45,100.00,,10th February 2025
2029,INF174K01476,Dividend - Reinvest,Kotak Multi Asset Allocator FoF - Dynamic (IDCW),Regular,K117EFOF-DR,213.12,-0.98,-0.46,100.00,INTERIM,10th February 2025
2029,INF174K01484,Dividend - Payout,Kotak Multi Asset Allocator FoF - Dynamic (IDCW),Regular,K117DP-DP,213.12,-0.98,-0.46,100.00,INTERIM,10th February 2025
2030,INF200K01636,Growth,SBI Savings Fund (G),Regular,079B,40.2182,0.01,0.02,500.00,,11th February 2025
2031,INF200K01644,Dividend - Payout,SBI Savings Fund (IDCW),Regular,079A-DP,15.8581,0.01,0.05,500.00,MONTHLY,11th February 2025
2031,INF200K01651,Dividend - Reinvest,SBI Savings Fund (IDCW),Regular,079A-DR,15.8581,0.01,0.05,500.00,MONTHLY,11th February 2025
2032,INF200K01685,Growth,SBI Credit Risk Fund (G),Regular,080B,44.0338,0.01,0.03,10000.00,,11th February 2025
2033,INF200K01693,Dividend - Payout,SBI Credit Risk Fund (IDCW),Regular,080A-DP,19.907,0.01,0.04,10000.00,QUARTERLY,11th February 2025
2033,INF200K01701,Dividend - Reinvest,SBI Credit Risk Fund (IDCW),Regular,080A-DR,19.907,0.01,0.04,10000.00,QUARTERLY,11th February 2025
2044,INF179K01483,Dividend - Reinvest,HDFC Low Duration Fund (IDCW-W),Regular,HDFC58D-DR-W,10.0715,-0.01,-0.08,100.00,WEEKLY,11th February 2025
2045,INF109K01AF8,Growth,ICICI Pru Value Discovery Fund (G),Regular,DFG,434.07,-3.81,-0.87,1000.00,,10th February 2025
2046,INF109K01AD3,Dividend - Payout,ICICI Pru Value Discovery Fund (IDCW),Regular,DFD-DP,40.64,-0.36,-0.88,1000.00,,10th February 2025
2046,INF109K01AD3,Dividend - Reinvest,ICICI Pru Value Discovery Fund (IDCW),Regular,ICDFD-DR,40.64,-0.36,-0.88,1000.00,,10th February 2025
2046,INF109K01EC7,Dividend - Payout,ICICI Pru Value Discovery Fund (IDCW),Regular,ICICIDFDP-DP,40.64,-0.36,-0.88,1000.00,,10th February 2025
2067,INF251K01894,Growth,Baroda BNP Paribas Large Cap Fund - Regular (G),Regular,BPLCRG-GR,202.389,-3.35,-1.63,5000.00,,11th February 2025
2068,INF251K01902,Dividend - Reinvest,Baroda BNP Paribas Large Cap Fund - Regular (IDCW),Regular,BPLCRD-DR,23.6515,-0.39,-1.62,5000.00,,11th February 2025
2068,INF251K01910,Dividend - Payout,Baroda BNP Paribas Large Cap Fund - Regular (IDCW),Regular,BPLCRD-DP,23.6515,-0.39,-1.62,5000.00,,11th February 2025
2069,INF251K01845,Growth,Baroda BNP Paribas Conservative Hybrid Fund-Reg (G,Regular,BPCHRG-GR,42.7309,-0.19,-0.44,1000.00,,11th February 2025
2070,INF251K01852,Dividend - Payout,Baroda BNP Paribas Conservative Hybrid Fund-Reg (I,Regular,BPCHRM-DP,10.9315,-0.05,-0.44,1000.00,MONTHLY,11th February 2025
2070,INF251K01860,Dividend - Reinvest,Baroda BNP Paribas Conservative Hybrid Fund-Reg (I,Regular,BPCHRM-DR,10.9315,-0.05,-0.44,1000.00,MONTHLY,11th February 2025
2071,INF251K01878,Dividend - Payout,Baroda BNP Paribas Conservative Hybrid Fund-Reg (I,Regular,BPCHRQ-DP,11.1556,-0.05,-0.49,1000.00,QUARTERLY,11th February 2025
2071,INF251K01886,Dividend - Reinvest,Baroda BNP Paribas Conservative Hybrid Fund-Reg (I,Regular,BPCHRQ-DR,11.1556,-0.05,-0.49,1000.00,QUARTERLY,11th February 2025
2072,INF251K01DW7,Growth,Baroda BNP Paribas Dynamic Bond Fund-Reg (G),Regular,BPFLRG-GR,44.3638,0.04,0.10,5000.00,,11th February 2025
2073,INF251K01EB9,Dividend - Payout,Baroda BNP Paribas Dynamic Bond Fund-Reg (IDCW-Q),Regular,BPFLRQ-DP,10.3925,0.01,0.12,5000.00,QUARTERLY,11th February 2025
2073,INF251K01EC7,Dividend - Reinvest,Baroda BNP Paribas Dynamic Bond Fund-Reg (IDCW-Q),Regular,BPFLRQ-DR,10.3925,0.01,0.12,5000.00,QUARTERLY,11th February 2025
2074,INF251K01ED5,Dividend - Payout,Baroda BNP Paribas Dynamic Bond Fund-Reg (IDCW-HY),Regular,BPFLRH-DP,10.449,0.01,0.09,5000.00,HALF YEARLY,11th February 2025
2074,INF251K01EE3,Dividend - Reinvest,Baroda BNP Paribas Dynamic Bond Fund-Reg (IDCW-HY),Regular,BPFLRH-DR,10.449,0.01,0.09,5000.00,HALF YEARLY,11th February 2025
2084,INF194K01SE5,Growth,Bandhan Income Plus Arbitrage FoF - Reg (G),Regular,IDFC51-GR,42.3029,0.01,0.03,1000.00,,11th February 2025
2086,INF174K01187,Growth,Kotak Equity Opportunities (G),Regular,K108O-GR,302.707,-6.28,-2.03,100.00,,11th February 2025
2087,INF174K01195,Dividend - Reinvest,Kotak Equity Opportunities (IDCW),Regular,K118O-DR,52.811,-1.10,-2.04,100.00,,11th February 2025
2087,INF174K01203,Dividend - Payout,Kotak Equity Opportunities (IDCW),Regular,K118DP-DP,52.811,-1.10,-2.04,100.00,,11th February 2025
2090,INF174K01FD6,Growth,Kotak Savings Fund (G),Regular,K135-GR,41.6484,0.01,0.02,100.00,,11th February 2025
2092,INF109K01AH4,Growth,ICICI Pru Medium Term Bond Fund - Regular (G),Regular,ICICILFRAG-GR,43.1752,0.02,0.04,5000.00,,11th February 2025
2116,INF174K01FH7,Dividend - Reinvest,Kotak Savings Fund (IDCW-M),Regular,K145-DR,10.7715,0.00,0.01,100.00,MONTHLY,11th February 2025
2119,INF179K01574,Growth,HDFC Focused 30 Fund (G),Regular,CORG,208.028,-3.07,-1.46,100.00,,11th February 2025
2120,INF179K01AM7,Growth,HDFC Equity Savings Fund (G),Regular,HDMULG-GR,62.648,-0.36,-0.57,100.00,,11th February 2025
2120,INF179K01AM7,Growth,HDFC Equity Savings Fund (G),Regular,MULG,62.648,-0.36,-0.57,100.00,,11th February 2025
2121,INF179K01AK1,Dividend - Payout,HDFC Equity Savings Fund (IDCW),Regular,HDMULD-DP,12.69,-0.07,-0.55,100.00,,11th February 2025
